         9074922 function calls (8816296 primitive calls) in 29.982 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3143    0.005    0.000    0.005    0.000 {method '__reduce_ex__' of 'object' objects}
     3691    0.005    0.000    0.005    0.000 {method 'decode' of 'bytes' objects}
     1794    0.005    0.000    0.005    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
       51    0.005    0.000    0.013    0.000 compiler_machinery.py:370(dependency_analysis)
     1010    0.005    0.000    0.023    0.000 ssa.py:190(_run_ssa_block_pass)
      573    0.005    0.000    0.137    0.000 context.py:360(_call_incref_decref)
    30/12    0.005    0.000    2.496    0.208 typeinfer.py:142(propagate)
     1045    0.005    0.000    0.007    0.000 types.py:445(elements)
      534    0.005    0.000    0.055    0.000 __init__.py:934(_normalized_name)
      902    0.005    0.000    0.010    0.000 __init__.py:108(read)
       24    0.005    0.000    0.218    0.009 registry.py:54(apply)
      265    0.005    0.000    0.124    0.000 <frozen importlib._bootstrap_external>:950(get_code)
      897    0.005    0.000    0.076    0.000 initialise.py:23(init)
     1674    0.005    0.000    0.071    0.000 controlflow.py:140(process)
     1594    0.005    0.000    0.007    0.000 context.py:469(_insert_global)
     1785    0.005    0.000    0.007    0.000 abstract.py:20(_autoincr)
     1800    0.005    0.000    0.007    0.000 ir_utils.py:356(replace_name)
      262    0.005    0.000    0.037    0.000 module.py:45(add_metadata)
      303    0.004    0.000    0.048    0.000 inspect.py:2375(_signature_from_callable)
     1572    0.004    0.000    0.011    0.000 {built-in method builtins.all}
      269    0.004    0.000    0.022    0.000 <frozen importlib._bootstrap>:492(_init_module_attrs)
     1238    0.004    0.000    0.027    0.000 _collections_abc.py:909(__iter__)
   333/99    0.004    0.000    0.008    0.000 packer.py:175(rec)
     1674    0.004    0.000    0.004    0.000 controlflow.py:88(__init__)
      979    0.004    0.000    0.008    0.000 ir_utils.py:940(<listcomp>)
       15    0.004    0.000    0.064    0.004 interpreter.py:973(peep_hole_delete_with_exit)
      604    0.004    0.000    0.013    0.000 {built-in method builtins.print}
      452    0.004    0.000    0.043    0.000 __init__.py:919(read_text)
      662    0.004    0.000    0.026    0.000 event.py:422(trigger_event)
      370    0.004    0.000    0.007    0.000 controlflow.py:511(_find_dominators_internal)
     1115    0.004    0.000    0.013    0.000 templates.py:1229(register)
     1558    0.004    0.000    0.006    0.000 types.py:116(__init__)
      695    0.004    0.000    0.009    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
      785    0.004    0.000    0.029    0.000 values.py:1123(__str__)
     1730    0.004    0.000    0.005    0.000 {built-in method _functools.reduce}
      663    0.004    0.000    0.042    0.000 cpu_options.py:122(encode)
      237    0.004    0.000    0.055    0.000 values.py:936(__init__)
      477    0.004    0.000    0.021    0.000 typeinfer.py:1092(add_type)
       25    0.004    0.000    0.198    0.008 codegen.py:651(_optimize_functions)
      750    0.004    0.000    0.009    0.000 posixpath.py:140(basename)
     3385    0.004    0.000    0.004    0.000 postproc.py:191(<genexpr>)
     1571    0.004    0.000    0.006    0.000 models.py:673(get_field_position)
      262    0.004    0.000    0.446    0.002 templates.py:900(_get_target_registry)
      832    0.004    0.000    0.007    0.000 values.py:498(__eq__)
     3328    0.004    0.000    0.004    0.000 templates.py:50(args)
       15    0.004    0.000    0.008    0.001 ir_utils.py:2342(transfer_scope)
      265    0.004    0.000    0.004    0.000 {built-in method io.open_code}
      649    0.004    0.000    0.047    0.000 builder.py:922(gep)
     1266    0.004    0.000    0.006    0.000 <frozen importlib._bootstrap>:404(parent)
     1455    0.004    0.000    0.013    0.000 lowering.py:362(_disable_sroa_like_opt)
      376    0.004    0.000    0.019    0.000 ir.py:579(__repr__)
       44    0.004    0.000    0.050    0.001 inline_closurecall.py:1414(_inline_const_arraycall)
     3238    0.004    0.000    0.004    0.000 ir.py:880(get_targets)
     1216    0.004    0.000    0.005    0.000 context.py:501(insert_function)
      736    0.004    0.000    0.006    0.000 ir.py:908(__init__)
     1036    0.004    0.000    0.007    0.000 values.py:875(_to_list)
      246    0.004    0.000    0.009    0.000 templates.py:1147(make_overload_attribute_template)
      752    0.004    0.000    0.118    0.000 models.py:629(get)
      340    0.004    0.000    0.514    0.002 pprint.py:205(_pprint_dict)
      649    0.004    0.000    0.022    0.000 instructions.py:556(<listcomp>)
     1387    0.004    0.000    0.009    0.000 types.py:27(as_pointer)
      996    0.004    0.000    0.018    0.000 values.py:507(__hash__)
      557    0.004    0.000    0.014    0.000 types.py:424(wrap_constant_value)
       99    0.004    0.000    0.034    0.000 packer.py:73(__init__)
    85/27    0.004    0.000    0.014    0.001 sre_parse.py:494(_parse)
      115    0.004    0.000    0.699    0.006 postproc.py:71(run)
      115    0.004    0.000    0.008    0.000 analysis.py:190(compute_live_variables)
     2336    0.004    0.000    0.004    0.000 ffi.py:337(detach)
     2284    0.004    0.000    0.004    0.000 {built-in method sirf._pyiutilities.intBits}
     1248    0.004    0.000    0.005    0.000 templates.py:1239(register_global)
  234/171    0.004    0.000    0.184    0.001 base.py:526(get_function)
     2860    0.004    0.000    0.004    0.000 {method 'update' of 'dict' objects}
      222    0.004    0.000    0.011    0.000 typeinfer.py:508(fold_arg_vars)
      458    0.004    0.000    0.012    0.000 pathlib.py:569(_parse_args)
   972/90    0.004    0.000   11.457    0.127 compiler_machinery.py:272(check)
      458    0.004    0.000    0.006    0.000 pathlib.py:56(parse_parts)
  761/367    0.004    0.000    0.005    0.000 controlflow.py:639(_dfs_rec)
     2646    0.004    0.000    0.004    0.000 {method 'rpartition' of 'str' objects}
       58    0.004    0.000    0.008    0.000 interpreter.py:1625(_remove_unused_temporaries)
      398    0.004    0.000    0.083    0.000 analysis.py:71(fix_point)
     2718    0.004    0.000    0.004    0.000 abstract.py:93(__init__)
      698    0.004    0.000    0.026    0.000 compiler_lock.py:11(acquire)
      910    0.004    0.000    0.013    0.000 re.py:202(sub)
1150/1048    0.004    0.000    0.006    0.000 types.py:127(__eq__)
   224/22    0.004    0.000    0.125    0.006 ir_utils.py:396(visit_vars)
      902    0.004    0.000    0.023    0.000 __init__.py:102(<genexpr>)
     2224    0.004    0.000    0.004    0.000 npytypes.py:482(key)
      768    0.003    0.000    0.069    0.000 module.py:240(_next)
     1296    0.003    0.000    0.005    0.000 compiler_machinery.py:429(is_registered)
        1    0.003    0.003    0.012    0.012 _kernel_signatures.py:55(by_signature)
      393    0.003    0.000    0.010    0.000 typeinfer.py:1180(check_var)
       15    0.003    0.000    0.050    0.003 byteflow.py:80(run)
1139/1022    0.003    0.000    0.451    0.000 ir_utils.py:1542(guard)
     1255    0.003    0.000    0.005    0.000 types.py:559(__eq__)
     2938    0.003    0.000    0.003    0.000 {built-in method posix.fspath}
      695    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap>:100(acquire)
      358    0.003    0.000    0.025    0.000 byteflow.py:319(dispatch)
     2662    0.003    0.000    0.003    0.000 functions.py:262(key)
     2239    0.003    0.000    0.003    0.000 ffi.py:320(__init__)
      486    0.003    0.000    0.395    0.001 values.py:1172(descr)
     1242    0.003    0.000    0.005    0.000 cpu_options.py:131(__init__)
      902    0.003    0.000    0.031    0.000 __init__.py:381(<genexpr>)
     1082    0.003    0.000    0.005    0.000 enum.py:359(__call__)
      225    0.003    0.000    0.088    0.000 base.py:56(_select_compatible)
     2850    0.003    0.000    0.003    0.000 {method 'update' of 'set' objects}
      272    0.003    0.000    0.045    0.000 <frozen importlib._bootstrap_external>:1399(_get_spec)
      361    0.003    0.000    0.016    0.000 contextlib.py:533(__exit__)
       15    0.003    0.000    0.033    0.002 interpreter.py:1005(peep_hole_fuse_dict_add_updates)
     1273    0.003    0.000    0.005    0.000 common.py:9(_decode_string)
      698    0.003    0.000    0.027    0.000 compiler_lock.py:15(release)
      875    0.003    0.000    0.005    0.000 ir.py:706(__init__)
      465    0.003    0.000    0.012    0.000 numpy_support.py:125(as_dtype)
      573    0.003    0.000    0.006    0.000 warnings.py:181(_add_filter)
      970    0.003    0.000    0.032    0.000 instructions.py:455(__init__)
      151    0.003    0.000    0.062    0.000 npydecl.py:97(generic)
      480    0.003    0.000    0.031    0.000 builder.py:977(insert_value)
   148/24    0.003    0.000    0.009    0.000 sre_compile.py:87(_compile)
      354    0.003    0.000    0.095    0.000 typeof.py:27(typeof)
      239    0.003    0.000    0.037    0.000 extending.py:207(decorate)
      294    0.003    0.000    0.054    0.000 builder.py:297(if_then)
      553    0.003    0.000    0.093    0.000 errors.py:517(__init__)
      320    0.003    0.000    0.003    0.000 {built-in method builtins.abs}
      480    0.003    0.000    0.024    0.000 instructions.py:693(__init__)
      812    0.003    0.000    2.596    0.003 SIRF.py:158(allocate)
      870    0.003    0.000    0.039    0.000 cgutils.py:158(__setattr__)
      817    0.003    0.000    0.618    0.001 pystir.py:317(cSTIR_setImageData)
      695    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap>:125(release)
     23/5    0.003    0.000    0.055    0.011 parfor.py:2734(_replace_loop_access_indices)
     2238    0.003    0.000    0.003    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
     2533    0.003    0.000    0.003    0.000 __init__.py:1724(isEnabledFor)
      486    0.003    0.000    0.007    0.000 builder.py:357(_set_terminator)
     2497    0.003    0.000    0.003    0.000 {method '__exit__' of '_thread.RLock' objects}
      567    0.003    0.000    0.007    0.000 __init__.py:384(__getattr__)
     2441    0.003    0.000    0.003    0.000 common.py:27(_is_shutting_down)
1194/1186    0.003    0.000    0.010    0.000 types.py:121(_to_string)
     2350    0.003    0.000    0.003    0.000 {method 'rfind' of 'str' objects}
      392    0.003    0.000    0.018    0.000 instructions.py:205(descr)
     1794    0.003    0.000    0.003    0.000 ansitowin32.py:55(closed)
      313    0.003    0.000    0.007    0.000 inspect.py:2920(__init__)
     1983    0.003    0.000    0.003    0.000 templates.py:269(__init__)
      119    0.003    0.000    0.196    0.002 cgutils.py:99(__init__)
      972    0.003    0.000    0.005    0.000 compiler_machinery.py:28(__exit__)
      349    0.003    0.000    0.105    0.000 context.py:374(resolve_value_type)
      568    0.003    0.000    0.015    0.000 builder.py:281(goto_entry_block)
      354    0.003    0.000    0.084    0.000 lowering.py:1567(decref)
      907    0.003    0.000    0.030    0.000 instructions.py:434(__init__)
  351/105    0.003    0.000    0.482    0.005 context.py:415(_load_builtins)
     1315    0.003    0.000    0.007    0.000 context.py:250(_get_attribute_templates)
      795    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
      308    0.003    0.000    0.009    0.000 instructions.py:365(descr)
     13/1    0.003    0.000   11.556   11.556 compiler_machinery.py:342(run)
      577    0.003    0.000    0.040    0.000 models.py:709(getter)
     1022    0.003    0.000    0.009    0.000 values.py:1051(__init__)
       13    0.003    0.000    0.031    0.002 config.py:135(update)
      453    0.003    0.000    0.060    0.000 _itertools.py:4(unique_everseen)
      589    0.003    0.000    0.019    0.000 ir.py:916(__str__)
   269/48    0.003    0.000    0.508    0.011 <frozen importlib._bootstrap>:664(_load_unlocked)
     1239    0.003    0.000    0.009    0.000 context.py:494(insert_global)
       20    0.003    0.000    2.410    0.121 test_gradients.py:58(assert_gradients_close_cil)
      897    0.003    0.000    0.004    0.000 errors.py:243(__exit__)
      360    0.003    0.000    0.060    0.000 typeinfer.py:1453(typeof_assign)
     2470    0.003    0.000    0.003    0.000 {method 'copy' of 'set' objects}
     2088    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
     2262    0.003    0.000    0.003    0.000 multiarray.py:153(concatenate)
     1033    0.003    0.000    0.004    0.000 builder.py:241(position_at_end)
      237    0.003    0.000    0.046    0.000 values.py:973(descr_prototype)
      589    0.003    0.000    0.039    0.000 inline_closurecall.py:1553(list_var_used)
      812    0.003    0.000    0.055    0.000 pystir.py:329(cSTIR_imageFromImage)
      302    0.003    0.000    0.096    0.000 lowering.py:1511(delvar)
   274/47    0.003    0.000    0.521    0.011 <frozen importlib._bootstrap>:987(_find_and_load_unlocked)
      354    0.003    0.000    0.009    0.000 instructions.py:30(descr)
      303    0.003    0.000    0.005    0.000 inspect.py:66(get_annotations)
      228    0.003    0.000    2.252    0.010 block.py:67(<listcomp>)
       58    0.003    0.000    0.044    0.001 ir.py:1308(dump)
      534    0.003    0.000    0.010    0.000 __init__.py:866(normalize)
      534    0.003    0.000    0.008    0.000 posixpath.py:117(splitext)
     2290    0.003    0.000    0.003    0.000 types.py:247(wrap_constant_value)
      239    0.003    0.000    0.425    0.002 templates.py:1093(_init_once)
     1794    0.003    0.000    0.003    0.000 ansitowin32.py:116(get_win32_calls)
     1170    0.003    0.000    0.007    0.000 os.py:698(__iter__)
      730    0.003    0.000    0.049    0.000 functions.py:305(<listcomp>)
      972    0.003    0.000    0.005    0.000 compiler_machinery.py:24(__enter__)
      792    0.003    0.000    0.013    0.000 ir_utils.py:905(is_immutable_type)
       13    0.003    0.000    0.007    0.001 ir_utils.py:2031(raise_on_unsupported_feature)
     1225    0.003    0.000    0.004    0.000 inspect.py:2969(<genexpr>)
     1165    0.003    0.000    0.004    0.000 byteflow.py:1570(get_inst)
  282/166    0.003    0.000    2.447    0.015 lowering.py:665(lower_assign)
       15    0.003    0.000    0.006    0.000 interpreter.py:496(peep_hole_call_function_ex_to_call_function_kw)
      721    0.003    0.000    0.008    0.000 instructions.py:134(descr_arg)
      223    0.003    0.000    0.013    0.000 lowering.py:404(<listcomp>)
     2020    0.003    0.000    0.003    0.000 controlflow.py:603(<listcomp>)
  261/217    0.003    0.000    2.327    0.011 context.py:233(_resolve_user_function_type)
     1046    0.003    0.000    0.004    0.000 imputils.py:37(decorate)
     2270    0.003    0.000    0.003    0.000 {built-in method _imp.acquire_lock}
     2011    0.003    0.000    0.003    0.000 abstract.py:118(__str__)
     1045    0.003    0.000    0.003    0.000 types.py:353(__init__)
     1090    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:897(__exit__)
      897    0.003    0.000    0.079    0.000 errors.py:224(__init__)
     2270    0.003    0.000    0.003    0.000 {built-in method _imp.release_lock}
      356    0.003    0.000    0.006    0.000 byteflow.py:1595(append)
      145    0.003    0.000    0.051    0.000 array_analysis.py:1277(_analyze_inst)
       13    0.003    0.000    0.086    0.007 lowering.py:373(_find_singly_assigned_variable)
  877/754    0.003    0.000    0.034    0.000 ir.py:1172(get_exact)
  159/110    0.003    0.000    2.408    0.022 lowering.py:1185(lower_expr)
      262    0.003    0.000    0.005    0.000 module.py:21(_fix_metadata_operands)
     1090    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:893(__enter__)
